"settlement_id","payment_id","processor","gross_amount","processor_fee","net_amount","currency","settlement_status","settled_at"
"278","38410","adyen","119.86","3.19","116.67","USD","settled","2026-08-07T10:43:43.5075006+00:00"
"279","153074","stripe","61.86","1.76","60.1","MXN","settled","2026-07-24T10:57:43.5075006+00:00"
"280","125744","paypal","34.01","0.94","33.07","MXN","settled","2026-08-04T07:36:43.5075006+00:00"
"281","193028","paypal","107.17","2.97","104.2","USD","settled","2026-07-23T03:57:43.5075006+00:00"
"282","155207","adyen","34.52","1.36","33.16","MXN","settled","2026-08-17T05:42:43.5075006+00:00"
"283","63731","adyen","43.18","1.67","41.51","COP","settled","2026-07-21T14:56:43.5075006+00:00"
"284","43299","adyen","60.18","1.54","58.64","USD","pending","2026-07-20T00:39:43.5075006+00:00"
"285","15650","paypal","125.49","3","122.49","USD","pending","2026-08-18T11:07:43.5075006+00:00"
"286","58671","stripe","12.06","0.39","11.67","COP","settled","2026-08-12T10:05:43.5075006+00:00"
"287","155091","stripe","20.54","0.8","19.74","COP","settled","2026-08-09T00:01:43.5095080+00:00"
"288","230862","paypal","147.7","3.15","144.55","MXN","pending","2026-07-27T15:32:43.5095080+00:00"
"289","67163","stripe","62","1.31","60.69","MXN","settled","2026-08-08T23:09:43.5095080+00:00"
"290","148136","stripe","13.58","0.45","13.13","MXN","pending","2026-07-22T07:37:43.5095080+00:00"
"291","140804","stripe","12.18","0.25","11.93","MXN","settled","2026-07-27T12:55:43.5095080+00:00"
"292","243402","paypal","40.14","1.26","38.88","MXN","settled","2026-08-05T16:18:43.5095080+00:00"
"293","4350","adyen","90.34","2.71","87.63","COP","settled","2026-08-15T22:31:43.5095080+00:00"
"294","116631","stripe","106.49","3.36","103.13","USD","settled","2026-08-07T11:12:43.5095080+00:00"
"295","151847","adyen","34.72","1.3","33.42","USD","settled","2026-08-10T07:40:43.5095080+00:00"
"296","111141","paypal","133.86","4.55","129.31","COP","settled","2026-08-18T18:23:43.5095080+00:00"
"297","8424","paypal","27.72","0.76","26.96","COP","pending","2026-07-24T08:43:43.5095080+00:00"
"298","165813","adyen","118.8","2.75","116.05","USD","settled","2026-07-26T20:24:43.5095080+00:00"
"299","249473","stripe","73.58","1.94","71.64","USD","settled","2026-07-31T23:18:43.5095080+00:00"
"300","235511","stripe","76.6","2.93","73.67","USD","settled","2026-08-09T08:07:43.5095080+00:00"
"301","147122","stripe","103.55","2.6","100.95","COP","pending","2026-08-18T00:35:43.5115155+00:00"
"302","82622","adyen","148.98","4.7","144.28","USD","pending","2026-07-29T15:44:43.5115155+00:00"
"303","112207","stripe","5.33","0.11","5.22","USD","settled","2026-07-21T17:21:43.5115155+00:00"
"304","130783","paypal","82.37","2.65","79.72","USD","pending","2026-08-15T13:01:43.5115155+00:00"
"305","124729","adyen","137.97","4.95","133.02","COP","settled","2026-07-27T09:29:43.5115155+00:00"
"306","69164","paypal","64.15","1.63","62.52","MXN","settled","2026-07-25T18:48:43.5115155+00:00"
"307","247028","paypal","84.56","2.28","82.28","USD","pending","2026-08-14T04:03:43.5115155+00:00"
"308","240106","adyen","58.46","2.21","56.25","MXN","settled","2026-07-25T12:03:43.5115155+00:00"
"309","155589","adyen","19.81","0.4","19.41","USD","settled","2026-08-01T00:39:43.5115155+00:00"
"310","133663","adyen","87.48","1.92","85.56","USD","settled","2026-08-01T12:33:43.5115155+00:00"
"311","199595","stripe","80.34","2.84","77.5","USD","settled","2026-08-07T20:16:43.5115155+00:00"
"312","196209","stripe","99.77","2","97.77","USD","settled","2026-08-18T12:21:43.5115155+00:00"
"313","87734","stripe","65.32","1.65","63.67","MXN","settled","2026-08-12T00:13:43.5115155+00:00"
"314","1266","paypal","78.31","1.86","76.45","USD","settled","2026-08-05T15:29:43.5115155+00:00"
"315","83140","adyen","89.45","3.45","86","USD","settled","2026-08-14T21:09:43.5115155+00:00"
"316","127843","paypal","53.5","1.52","51.98","MXN","settled","2026-08-07T10:26:43.5115155+00:00"
"317","86428","stripe","78.65","1.79","76.86","COP","settled","2026-08-03T07:52:43.5115155+00:00"
"318","178569","paypal","17.86","0.58","17.28","COP","settled","2026-08-01T22:35:43.5115155+00:00"
"319","218769","paypal","125.67","3.06","122.61","USD","settled","2026-08-03T22:51:43.5115155+00:00"
"320","129607","stripe","27.56","0.61","26.95","USD","pending","2026-08-03T13:39:43.5115155+00:00"
"321","133279","adyen","13.58","0.48","13.1","COP","pending","2026-08-13T05:26:43.5115155+00:00"
"322","93246","stripe","116.24","3.7","112.54","USD","settled","2026-08-05T03:45:43.5115155+00:00"
"323","126960","adyen","87.94","2.42","85.52","COP","settled","2026-08-12T15:57:43.5115155+00:00"
"324","45536","paypal","85.59","3.06","82.53","USD","settled","2026-07-31T15:30:43.5115155+00:00"
"325","198208","adyen","76.05","2.83","73.22","MXN","settled","2026-07-24T13:12:43.5115155+00:00"
"326","177232","adyen","38.2","1.44","36.76","COP","pending","2026-08-08T15:37:43.5115155+00:00"
"327","31219","paypal","144","3.68","140.32","USD","pending","2026-07-31T15:16:43.5115155+00:00"
"328","234337","paypal","80.84","2.52","78.32","MXN","settled","2026-08-19T01:08:43.5115155+00:00"
"329","139302","paypal","21.84","0.87","20.97","COP","settled","2026-08-16T03:22:43.5115155+00:00"
"330","83780","stripe","113.82","4.21","109.61","MXN","settled","2026-08-17T04:05:43.5115155+00:00"
"331","96365","paypal","17.5","0.47","17.03","COP","settled","2026-07-25T18:34:43.5115155+00:00"
"332","100802","adyen","113.24","3.56","109.68","MXN","settled","2026-07-26T20:15:43.5115155+00:00"
"333","135203","adyen","67.4","1.65","65.75","MXN","settled","2026-08-15T09:53:43.5149785+00:00"
"334","10001","adyen","139.53","2.89","136.64","COP","settled","2026-08-15T00:35:43.5149785+00:00"
"335","171643","adyen","99.07","2.65","96.42","COP","pending","2026-08-17T22:22:43.5149785+00:00"
"336","56466","paypal","105.41","2.8","102.61","USD","settled","2026-08-11T03:05:43.5149785+00:00"
"337","214434","paypal","116.2","3.47","112.73","COP","settled","2026-08-10T21:11:43.5149785+00:00"
"338","140049","adyen","9.5","0.36","9.14","MXN","pending","2026-08-05T15:00:43.5149785+00:00"
"339","143068","adyen","18.74","0.57","18.17","MXN","pending","2026-07-24T17:34:43.5149785+00:00"
"340","234729","adyen","38.98","1.3","37.68","USD","settled","2026-08-17T08:18:43.5149785+00:00"
"341","20074","paypal","143.79","5.44","138.35","USD","settled","2026-07-24T03:29:43.5149785+00:00"
"342","227606","adyen","121.97","2.94","119.03","MXN","settled","2026-08-02T23:42:43.5149785+00:00"
"343","136820","adyen","72.77","1.76","71.01","COP","pending","2026-07-22T07:38:43.5149785+00:00"
"344","77009","adyen","34.45","1.33","33.12","MXN","settled","2026-07-21T07:03:43.5149785+00:00"
"345","66252","adyen","111.68","4.32","107.36","MXN","settled","2026-08-12T18:02:43.5149785+00:00"
"346","95041","adyen","63.68","2.42","61.26","COP","settled","2026-07-24T03:20:43.5149785+00:00"
"347","161745","stripe","72.79","1.54","71.25","COP","pending","2026-07-31T02:52:43.5149785+00:00"
"348","186613","stripe","57.33","1.68","55.65","MXN","pending","2026-08-17T09:11:43.5149785+00:00"
"349","130094","stripe","29.21","1.13","28.08","MXN","pending","2026-07-28T03:13:43.5149785+00:00"
"350","154802","adyen","127.09","3.48","123.61","COP","pending","2026-08-08T09:14:43.5149785+00:00"
"351","11388","stripe","34.27","1.24","33.03","COP","pending","2026-07-27T05:36:43.5149785+00:00"
"352","164221","paypal","57.89","2.09","55.8","MXN","settled","2026-08-06T07:48:43.5149785+00:00"
"353","223537","stripe","75.71","1.6","74.11","MXN","settled","2026-07-23T15:27:43.5149785+00:00"
"354","233004","adyen","35.09","1.18","33.91","MXN","settled","2026-08-19T15:06:43.5149785+00:00"
"355","38052","paypal","63.29","1.79","61.5","MXN","pending","2026-08-07T14:59:43.5149785+00:00"
"356","33492","paypal","101.33","2.98","98.35","USD","settled","2026-08-05T04:21:43.5149785+00:00"
"357","216811","adyen","144.88","5.36","139.52","USD","settled","2026-08-10T20:55:43.5149785+00:00"
"358","219536","adyen","6.36","0.22","6.14","COP","settled","2026-08-03T09:13:43.5149785+00:00"
"359","236187","stripe","141.09","3.05","138.04","MXN","settled","2026-08-12T22:49:43.5149785+00:00"
"360","59264","adyen","25.61","0.56","25.05","USD","settled","2026-08-04T13:04:43.5149785+00:00"
"361","51685","paypal","109.86","2.54","107.32","COP","settled","2026-07-28T04:07:43.5149785+00:00"
"362","115437","stripe","96.94","3.36","93.58","USD","pending","2026-08-08T03:38:43.5149785+00:00"
"363","180428","adyen","116.49","3.03","113.46","USD","settled","2026-08-07T15:29:43.5149785+00:00"
"364","37622","adyen","81.31","2.95","78.36","COP","pending","2026-08-12T08:36:43.5149785+00:00"
"365","197569","adyen","43.85","1.1","42.75","MXN","settled","2026-08-11T22:03:43.5149785+00:00"
"366","153825","stripe","17.33","0.65","16.68","COP","settled","2026-07-29T21:46:43.5149785+00:00"
"367","195892","adyen","100.55","3.03","97.52","USD","settled","2026-07-22T03:09:43.5149785+00:00"
"368","56824","paypal","141.77","4.65","137.12","COP","pending","2026-08-11T01:55:43.5149785+00:00"
"369","68088","stripe","38.07","1.05","37.02","USD","settled","2026-08-06T21:13:43.5149785+00:00"
"370","200679","stripe","133.95","4.17","129.78","COP","settled","2026-08-07T05:30:43.5149785+00:00"
"371","10835","adyen","24.91","0.99","23.92","MXN","pending","2026-08-16T15:21:43.5149785+00:00"
"372","116621","paypal","101.15","2.36","98.79","COP","settled","2026-08-06T06:36:43.5149785+00:00"
"373","1156","stripe","92.59","2.53","90.06","USD","settled","2026-07-29T13:29:43.5149785+00:00"
"374","114400","adyen","18.77","0.41","18.36","MXN","settled","2026-08-10T10:42:43.5149785+00:00"
"375","64245","adyen","101.77","3.34","98.43","USD","settled","2026-07-29T18:03:43.5149785+00:00"
"376","195580","stripe","132.3","5.06","127.24","COP","settled","2026-07-30T06:19:43.5149785+00:00"
"377","72247","adyen","149.26","5.62","143.64","COP","settled","2026-08-15T00:13:43.5149785+00:00"
"378","180433","paypal","10.56","0.23","10.33","MXN","settled","2026-07-22T11:26:43.5149785+00:00"
"379","228054","stripe","70.53","2.16","68.37","MXN","settled","2026-08-06T17:56:43.5149785+00:00"
"380","189892","adyen","45.58","1.28","44.3","COP","settled","2026-07-31T15:55:43.5149785+00:00"
"381","142845","stripe","117.78","4.15","113.63","MXN","settled","2026-08-08T17:16:43.5149785+00:00"
"382","2693","stripe","16.95","0.42","16.53","USD","settled","2026-07-27T22:13:43.5149785+00:00"
"383","78319","adyen","31.3","1","30.3","USD","pending","2026-08-12T06:47:43.5149785+00:00"
"384","132507","paypal","19.1","0.48","18.62","USD","settled","2026-08-04T07:45:43.5149785+00:00"
"385","240305","stripe","113.42","2.4","111.02","COP","settled","2026-08-06T06:19:43.5149785+00:00"
"386","245426","paypal","90.18","1.85","88.33","COP","settled","2026-08-12T08:20:43.5149785+00:00"
"387","161825","paypal","6.54","0.22","6.32","COP","pending","2026-08-17T20:20:43.5149785+00:00"
"388","156968","adyen","16.12","0.32","15.8","COP","pending","2026-08-15T21:10:43.5149785+00:00"
"389","219986","stripe","33.95","0.95","33","USD","settled","2026-08-15T09:21:43.5149785+00:00"
"390","86271","stripe","96.33","2.34","93.99","COP","pending","2026-07-25T19:49:43.5149785+00:00"
"391","179624","stripe","31.93","1.17","30.76","USD","pending","2026-07-30T20:51:43.5149785+00:00"
"392","208045","stripe","57.56","2.2","55.36","COP","settled","2026-08-18T08:03:43.5149785+00:00"
"393","105820","paypal","80.21","3.01","77.2","MXN","settled","2026-08-14T00:00:43.5149785+00:00"
"394","154750","stripe","61.65","1.7","59.95","COP","pending","2026-08-02T06:34:43.5149785+00:00"
"395","40532","adyen","123.91","2.81","121.1","MXN","settled","2026-08-07T08:15:43.5149785+00:00"
"396","225234","stripe","36.86","1.35","35.51","USD","settled","2026-07-30T06:50:43.5149785+00:00"
"397","115964","stripe","112.11","3.5","108.61","COP","settled","2026-07-25T15:45:43.5149785+00:00"
"398","231757","stripe","92.12","2.85","89.27","MXN","settled","2026-08-03T19:37:43.5149785+00:00"
"399","243370","adyen","6.4","0.13","6.27","MXN","settled","2026-07-28T09:40:43.5149785+00:00"
"400","84750","stripe","79.22","1.88","77.34","MXN","settled","2026-08-04T13:31:43.5149785+00:00"
"401","7791","paypal","146.15","5.69","140.46","MXN","settled","2026-07-22T04:26:43.5149785+00:00"
"402","89706","adyen","124.2","4.11","120.09","MXN","settled","2026-07-24T23:47:43.5149785+00:00"
"403","75343","stripe","138.03","3.22","134.81","MXN","settled","2026-07-23T04:39:43.5149785+00:00"
"404","55878","stripe","135.29","2.8","132.49","MXN","settled","2026-07-26T04:16:43.5149785+00:00"
"405","146713","adyen","34.18","0.97","33.21","MXN","settled","2026-08-01T06:42:43.5149785+00:00"
"406","207634","paypal","140.76","5.4","135.36","USD","pending","2026-08-18T11:59:43.5149785+00:00"
"407","118730","adyen","117.16","3.57","113.59","COP","settled","2026-07-19T23:35:43.5149785+00:00"
"408","171320","stripe","40.54","1.01","39.53","MXN","settled","2026-08-06T10:40:43.5149785+00:00"
"409","238803","stripe","113.5","2.94","110.56","COP","settled","2026-08-16T14:37:43.5149785+00:00"
"410","147154","stripe","58.76","1.98","56.78","USD","settled","2026-08-10T08:27:43.5149785+00:00"
"411","93429","stripe","38.13","1","37.13","MXN","pending","2026-08-03T19:01:43.5149785+00:00"
"412","54444","paypal","99.15","2.61","96.54","MXN","pending","2026-08-07T13:42:43.5149785+00:00"
"413","221053","adyen","63.59","1.4","62.19","USD","pending","2026-08-02T06:50:43.5149785+00:00"
"414","224143","paypal","81.65","1.95","79.7","COP","settled","2026-08-07T14:10:43.5149785+00:00"
"415","45452","adyen","99.46","2.31","97.15","MXN","pending","2026-07-21T18:46:43.5149785+00:00"
"416","56780","paypal","118.73","4.64","114.09","COP","pending","2026-07-22T06:15:43.5149785+00:00"
"417","151606","adyen","138.43","5.52","132.91","COP","settled","2026-08-01T01:47:43.5149785+00:00"
"418","235244","stripe","55.39","1.95","53.44","MXN","settled","2026-07-20T11:42:43.5149785+00:00"
"419","72433","stripe","79.93","2.95","76.98","MXN","settled","2026-08-06T07:34:43.5149785+00:00"
"420","93342","stripe","33.94","1.19","32.75","COP","settled","2026-08-06T21:01:43.5149785+00:00"
"421","966","paypal","109.41","4.19","105.22","COP","pending","2026-08-06T16:36:43.5149785+00:00"
"422","159030","adyen","36.72","1.02","35.7","COP","settled","2026-08-04T00:16:43.5149785+00:00"
"423","14590","paypal","45.12","1.27","43.85","USD","settled","2026-08-01T10:44:43.5149785+00:00"
"424","153033","stripe","105.22","2.95","102.27","MXN","settled","2026-08-12T16:40:43.5149785+00:00"
"425","135105","paypal","53.23","1.86","51.37","COP","settled","2026-07-26T21:02:43.5149785+00:00"
"426","52419","stripe","117.05","3.49","113.56","COP","settled","2026-08-01T07:38:43.5149785+00:00"
"427","185145","adyen","53.67","1.83","51.84","MXN","settled","2026-08-02T21:51:43.5149785+00:00"
"428","39934","paypal","55.77","1.8","53.97","MXN","settled","2026-08-16T17:51:43.5149785+00:00"
"429","36531","paypal","27.01","0.73","26.28","COP","settled","2026-08-11T06:42:43.5149785+00:00"
"430","231580","stripe","65.33","2.52","62.81","COP","settled","2026-08-17T04:31:43.5149785+00:00"
"431","195050","stripe","8","0.32","7.68","MXN","settled","2026-08-13T01:42:43.5149785+00:00"
"432","126763","paypal","66.58","1.84","64.74","USD","pending","2026-08-19T05:58:43.5149785+00:00"
"433","43726","adyen","130.11","3.73","126.38","USD","pending","2026-08-17T01:47:43.5149785+00:00"
"434","93381","adyen","15.87","0.52","15.35","COP","pending","2026-08-17T08:14:43.5149785+00:00"
"435","78436","stripe","141.83","5.02","136.81","MXN","settled","2026-07-26T21:11:43.5149785+00:00"
"436","17113","stripe","28.08","0.73","27.35","USD","settled","2026-08-17T18:33:43.5149785+00:00"
"437","53593","stripe","45.37","1.61","43.76","USD","pending","2026-07-26T19:38:43.5149785+00:00"
"438","203382","adyen","26.85","0.92","25.93","COP","pending","2026-07-22T23:40:43.5149785+00:00"
"439","106474","stripe","145.55","3.51","142.04","COP","settled","2026-07-20T15:43:43.5149785+00:00"
"440","18538","adyen","42.37","0.85","41.52","USD","pending","2026-08-09T20:08:43.5149785+00:00"
"441","38084","paypal","44.45","1.63","42.82","MXN","pending","2026-07-26T17:33:43.5149785+00:00"
"442","64654","adyen","92.52","2.71","89.81","USD","settled","2026-07-27T00:13:43.5149785+00:00"
"443","100486","stripe","15.64","0.48","15.16","USD","settled","2026-08-08T23:34:43.5149785+00:00"
"444","131879","paypal","67.65","2.51","65.14","USD","pending","2026-07-25T22:44:43.5149785+00:00"
"445","164793","adyen","69.51","2.13","67.38","MXN","pending","2026-07-23T22:44:43.5149785+00:00"
"446","242579","adyen","91.57","1.88","89.69","MXN","settled","2026-07-23T18:22:43.5149785+00:00"
"447","124945","paypal","129.2","3.1","126.1","MXN","settled","2026-08-13T10:40:43.5149785+00:00"
"448","189417","adyen","54.88","1.59","53.29","COP","settled","2026-07-21T13:58:43.5149785+00:00"
"449","100158","paypal","5.76","0.2","5.56","MXN","settled","2026-07-30T07:04:43.5149785+00:00"
"450","140304","stripe","134.27","4.9","129.37","USD","settled","2026-08-18T08:17:43.5149785+00:00"
"451","57588","paypal","136.94","4.97","131.97","USD","settled","2026-08-09T13:48:43.5149785+00:00"
"452","242923","adyen","53.54","2.06","51.48","COP","settled","2026-08-05T04:15:43.5149785+00:00"
"453","23406","paypal","122.46","3.49","118.97","USD","settled","2026-07-31T00:49:43.5149785+00:00"
